SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
675683121,00099M00:04:27.761,0099 00:00:57,3.21,,,,286.89,,3.58,,,,281.89,,1,1,1
675683121.5,00099M00:04:28.247,0099 00:00:57,2.80,,,,281.89,,3.52,,,,281.89,,1,1,1
675683122,00099M00:04:28.734,0099 00:00:58,3.42,,,,281.89,,3.57,,,,281.89,,1,1,1
675683122.5,00099M00:04:29.221,0099 00:00:58,3.21,,,,281.89,,3.52,,,,276.89,,1,1,1
675683123,00099M00:04:29.707,0099 00:00:59,3.42,,,,286.89,,3.58,,,,281.89,,1,1,1
675683123.5,00099M00:04:30.194,0099 00:00:59,3.84,,,,286.89,,4.36,,,,286.89,,1,1,1
675683124,00099M00:04:30.680,0099 00:01:00,4.06,,,,286.89,,5.57,,,,281.89,,1,1,1
675683124.5,00099M00:04:31.167,0099 00:01:00,3.49,,,,291.89,,4.01,,,,286.89,,1,1,1
675683125,00099M00:04:31.654,0099 00:01:00,3.38,,,,291.89,,4.11,,,,291.89,,1,1,1
675683125.5,00099M00:04:32.140,0099 00:01:01,3.43,,,,291.89,,4.00,,,,286.89,,1,1,1
675683126,00099M00:04:32.627,0099 00:01:01,4.42,,,,286.89,,6.08,,,,281.89,,1,1,1
675683126.5,00099M00:04:33.114,0099 00:01:02,4.33,,,,281.89,,5.84,,,,271.89,,1,1,1
675683127,00099M00:04:33.600,0099 00:01:02,3.71,,,,281.89,,5.70,,,,271.89,,1,1,1
675683127.5,00099M00:04:34.087,0099 00:01:03,3.98,,,,281.89,,4.87,,,,271.89,,1,1,1
675683128,00099M00:04:34.573,0099 00:01:03,3.40,,,,286.89,,5.43,,,,281.89,,1,1,1
675683128.5,00099M00:04:35.060,0099 00:01:04,3.34,,,,291.89,,3.81,,,,291.89,,1,1,1
675683129,00099M00:04:35.547,0099 00:01:04,3.28,,,,291.89,,4.17,,,,291.89,,1,1,1
675683129.5,00099M00:04:36.033,0099 00:01:05,3.07,,,,291.89,,3.95,,,,286.89,,1,1,1
675683130,00099M00:04:36.520,0099 00:01:05,3.01,,,,291.89,,3.79,,,,286.89,,1,1,1
675683130.5,00099M00:04:37.007,0099 00:01:06,3.42,,,,301.89,,4.20,,,,291.89,,1,1,1
675683131,00099M00:04:37.493,0099 00:01:06,3.53,,,,296.89,,4.05,,,,291.89,,1,1,1
675683131.5,00099M00:04:37.980,0099 00:01:07,4.26,,,,296.89,,4.68,,,,291.89,,1,1,1
675683132,00099M00:04:38.466,0099 00:01:07,4.01,,,,301.89,,4.63,,,,291.89,,1,1,1
675683132.5,00099M00:04:38.953,0099 00:01:08,4.17,,,,301.89,,4.90,,,,291.89,,1,1,1
675683133,00099M00:04:39.440,0099 00:01:08,4.07,,,,296.89,,4.77,,,,291.89,,1,1,1
675683133.5,00099M00:04:39.926,0099 00:01:09,4.07,,,,296.89,,4.34,,,,291.89,,1,1,1
675683134,00099M00:04:40.413,0099 00:01:09,4.08,,,,301.89,,4.86,,,,291.89,,1,1,1
675683134.5,00099M00:04:40.900,0099 00:01:10,4.49,,,,296.89,,5.17,,,,291.89,,1,1,1
675683135,00099M00:04:41.386,0099 00:01:10,4.34,,,,296.89,,5.59,,,,286.89,,1,1,1
675683135.5,00099M00:04:41.873,0099 00:01:11,4.61,,,,296.89,,5.66,,,,286.89,,1,1,1
675683136,00099M00:04:42.359,0099 00:01:11,4.52,,,,291.89,,6.04,,,,281.89,,1,1,1
675683136.5,00099M00:04:42.846,0099 00:01:12,4.52,,,,296.89,,5.51,,,,286.89,,1,1,1
675683137,00099M00:04:43.333,0099 00:01:12,4.79,,,,301.89,,5.26,,,,291.89,,1,1,1
675683137.5,00099M00:04:43.819,0099 00:01:13,4.89,,,,301.89,,6.58,,,,286.89,,1,1,1
675683138,00099M00:04:44.306,0099 00:01:13,4.68,,,,301.89,,6.25,,,,286.89,,1,1,1
675683138.5,00099M00:04:44.793,0099 00:01:14,3.72,,,,291.89,,5.82,,,,281.89,,1,1,1
675683139,00099M00:04:45.279,0099 00:01:14,3.71,,,,281.89,,5.38,,,,281.89,,1,1,1
675683139.5,00099M00:04:45.766,0099 00:01:15,3.97,,,,286.89,,5.38,,,,281.89,,1,1,1
675683140,00099M00:04:46.252,0099 00:01:15,3.76,,,,281.89,,5.70,,,,271.89,,1,1,1
675683140.5,00099M00:04:46.739,0099 00:01:16,3.55,,,,281.89,,3.60,,,,271.89,,1,1,1
675683141,00099M00:04:47.226,0099 00:01:16,3.35,,,,286.89,,3.56,,,,276.89,,1,1,1
675683141.5,00099M00:04:47.712,0099 00:01:17,3.55,,,,296.89,,3.97,,,,291.89,,1,1,1
675683142,00099M00:04:48.199,0099 00:01:17,3.75,,,,296.89,,5.11,,,,286.89,,1,1,1
675683142.5,00099M00:04:48.686,0099 00:01:18,4.39,,,,296.89,,5.49,,,,286.89,,1,1,1
675683143,00099M00:04:49.172,0099 00:01:18,4.39,,,,296.89,,5.55,,,,286.89,,1,1,1
675683143.5,00099M00:04:49.659,0099 00:01:19,4.82,,,,296.89,,5.76,,,,286.89,,1,1,1
675683144,00099M00:04:50.145,0099 00:01:19,4.61,,,,306.90,,5.13,,,,291.89,,1,1,1
675683144.5,00099M00:04:50.632,0099 00:01:19,4.30,,,,301.89,,4.93,,,,291.89,,1,1,1
675683145,00099M00:04:51.119,0099 00:01:20,3.45,,,,301.89,,4.45,,,,291.89,,1,1,1
675683145.5,00099M00:04:51.605,0099 00:01:20,3.29,,,,296.89,,4.23,,,,291.89,,1,1,1
675683146,00099M00:04:52.092,0099 00:01:21,3.81,,,,301.89,,4.39,,,,291.89,,1,1,1
675683146.5,00099M00:04:52.579,0099 00:01:21,4.44,,,,296.89,,5.43,,,,286.89,,1,1,1
675683147,00099M00:04:53.065,0099 00:01:22,4.18,,,,296.89,,5.80,,,,281.89,,1,1,1
675683147.5,00099M00:04:53.552,0099 00:01:22,4.24,,,,296.89,,4.19,,,,291.89,,1,1,1
675683148,00099M00:04:54.038,0099 00:01:23,4.24,,,,296.89,,5.61,,,,286.89,,1,1,1
675683148.5,00099M00:04:54.525,0099 00:01:23,4.09,,,,291.89,,5.34,,,,286.89,,1,1,1
675683149,00099M00:04:55.012,0099 00:01:24,4.08,,,,291.89,,4.35,,,,291.89,,1,1,1
675683149.5,00099M00:04:55.498,0099 00:01:24,4.40,,,,286.89,,5.50,,,,286.89,,1,1,1
675683150,00099M00:04:55.985,0099 00:01:25,4.40,,,,286.89,,6.02,,,,271.89,,1,1,1
675683150.5,00099M00:04:56.472,0099 00:01:25,3.98,,,,286.89,,5.44,,,,271.89,,1,1,1
675683151,00099M00:04:56.958,0099 00:01:26,3.98,,,,286.89,,3.56,,,,276.89,,1,1,1
675683151.5,00099M00:04:57.445,0099 00:01:26,4.29,,,,286.89,,3.56,,,,276.89,,1,1,1
675683152,00099M00:04:57.931,0099 00:01:27,4.08,,,,286.89,,5.70,,,,281.89,,1,1,1
675683152.5,00099M00:04:58.418,0099 00:01:27,3.87,,,,291.89,,5.44,,,,281.89,,1,1,1
675683153,00099M00:04:58.905,0099 00:01:28,3.56,,,,291.89,,5.75,,,,281.89,,1,1,1
675683153.5,00099M00:04:59.391,0099 00:01:28,3.76,,,,291.89,,5.65,,,,281.89,,1,1,1
675683154,00099M00:04:59.878,0099 00:01:29,3.87,,,,291.89,,4.74,,,,291.89,,1,1,1
675683154.5,00099M00:05:00.365,0099 00:01:29,4.66,,,,291.89,,6.17,,,,281.89,,1,1,1
675683155,00099M00:05:00.851,0099 00:01:30,4.34,,,,296.89,,4.92,,,,291.89,,1,1,1
675683155.5,00099M00:05:01.338,0099 00:01:30,4.18,,,,296.89,,5.70,,,,286.89,,1,1,1
675683156,00099M00:05:01.824,0099 00:01:31,4.18,,,,291.89,,5.69,,,,281.89,,1,1,1
675683156.5,00099M00:05:02.311,0099 00:01:31,3.96,,,,291.89,,5.63,,,,281.89,,1,1,1
675683157,00099M00:05:02.798,0099 00:01:32,3.54,,,,301.89,,4.54,,,,291.89,,1,1,1
675683157.5,00099M00:05:03.284,0099 00:01:32,3.65,,,,301.89,,4.59,,,,291.89,,1,1,1
675683158,00099M00:05:03.771,0099 00:01:33,3.55,,,,296.89,,4.33,,,,291.89,,1,1,1
675683158.5,00099M00:05:04.258,0099 00:01:33,3.91,,,,301.89,,4.59,,,,291.89,,1,1,1
675683159,00099M00:05:04.744,0099 00:01:34,4.22,,,,311.90,,4.54,,,,296.89,,1,1,1
675683159.5,00099M00:05:05.231,0099 00:01:34,4.18,,,,311.90,,4.49,,,,306.90,,1,1,1
675683160,00099M00:05:05.717,0099 00:01:35,4.28,,,,301.89,,4.22,,,,291.89,,1,1,1
675683160.5,00099M00:05:06.204,0099 00:01:35,,,,,301.89,,,,,,291.89,,1,1,1
675683161,00099M00:05:06.691,0099 00:01:36,,,,,301.89,,,,,,291.89,,1,1,1
675683161.5,00099M00:05:07.177,0099 00:01:36,,,,,301.89,,,,,,291.89,,1,1,1
675683162,00099M00:05:07.664,0099 00:01:37,,,,,301.89,,,,,,291.89,,1,1,1
675686710,00099M01:02:40.762,0099 00:59:10,,,,,,,2.69,,,,251.88,,1,1,1
675686710.5,00099M01:02:41.249,0099 00:59:11,2.18,,,,246.88,,2.84,,,,246.88,,1,1,1
675686711,00099M01:02:41.735,0099 00:59:11,2.33,,,,251.88,,2.93,,,,246.88,,1,1,1
675686711.5,00099M01:02:42.222,0099 00:59:12,2.12,,,,256.89,,2.88,,,,251.88,,1,1,1
675686712,00099M01:02:42.708,0099 00:59:12,2.27,,,,256.89,,3.08,,,,251.88,,1,1,1
675686712.5,00099M01:02:43.195,0099 00:59:13,1.87,,,,261.89,,3.68,,,,246.88,,1,1,1
675686713,00099M01:02:43.682,0099 00:59:13,2.27,,,,256.89,,3.63,,,,246.88,,1,1,1
675686713.5,00099M01:02:44.168,0099 00:59:14,2.02,,,,266.89,,2.68,,,,256.89,,1,1,1
675686714,00099M01:02:44.655,0099 00:59:14,2.07,,,,266.89,,2.63,,,,256.89,,1,1,1
675686714.5,00099M01:02:45.142,0099 00:59:15,2.22,,,,256.89,,2.63,,,,256.89,,1,1,1
675686715,00099M01:02:45.628,0099 00:59:15,2.07,,,,256.89,,2.58,,,,256.89,,1,1,1
675686715.5,00099M01:02:46.115,0099 00:59:16,1.92,,,,256.89,,2.47,,,,251.88,,1,1,1
675686716,00099M01:02:46.601,0099 00:59:16,1.97,,,,251.88,,2.37,,,,251.88,,1,1,1
675686716.5,00099M01:02:47.088,0099 00:59:17,1.97,,,,246.88,,2.20,,,,251.88,,1,1,1
675686717,00099M01:02:47.575,0099 00:59:17,1.61,,,,246.88,,2.12,,,,246.88,,1,1,1
675686717.5,00099M01:02:48.061,0099 00:59:18,1.96,,,,251.88,,2.22,,,,256.89,,1,1,1
675686718,00099M01:02:48.548,0099 00:59:18,1.66,,,,251.88,,2.27,,,,256.89,,1,1,1
675686718.5,00099M01:02:49.035,0099 00:59:19,1.66,,,,251.88,,2.15,,,,251.88,,1,1,1
675686719,00099M01:02:49.521,0099 00:59:19,1.61,,,,251.88,,2.07,,,,256.89,,1,1,1
675686719.5,00099M01:02:50.008,0099 00:59:20,1.51,,,,256.89,,2.01,,,,256.89,,1,1,1
675686720,00099M01:02:50.494,0099 00:59:20,1.61,,,,256.89,,2.06,,,,251.88,,1,1,1
675686720.5,00099M01:02:50.981,0099 00:59:21,1.61,,,,266.89,,2.22,,,,256.89,,1,1,1
675686721,00099M01:02:51.468,0099 00:59:21,1.36,,,,266.89,,2.01,,,,256.89,,1,1,1
675686721.5,00099M01:02:51.954,0099 00:59:22,1.66,,,,251.88,,1.91,,,,251.88,,1,1,1
675686722,00099M01:02:52.441,0099 00:59:22,1.46,,,,251.88,,1.95,,,,246.88,,1,1,1
675686722.5,00099M01:02:52.928,0099 00:59:23,1.36,,,,241.88,,2.03,,,,251.88,,1,1,1
675686723,00099M01:02:53.414,0099 00:59:23,1.46,,,,221.88,,1.91,,,,251.88,,1,1,1
675686723.5,00099M01:02:53.901,0099 00:59:23,1.16,,,,236.88,,1.81,,,,246.88,,1,1,1
675686724,00099M01:02:54.387,0099 00:59:24,1.46,,,,256.89,,1.78,,,,251.88,,1,1,1
675686724.5,00099M01:02:54.874,0099 00:59:24,1.61,,,,251.88,,2.11,,,,246.88,,1,1,1
675686725,00099M01:02:55.361,0099 00:59:25,2.11,,,,246.88,,2.36,,,,246.88,,1,1,1
675686725.5,00099M01:02:55.847,0099 00:59:25,1.96,,,,246.88,,2.36,,,,246.88,,1,1,1
675686726,00099M01:02:56.334,0099 00:59:26,2.06,,,,246.88,,2.26,,,,246.88,,1,1,1
675686726.5,00099M01:02:56.821,0099 00:59:26,2.06,,,,246.88,,2.77,,,,246.88,,1,1,1
675686727,00099M01:02:57.307,0099 00:59:27,2.21,,,,241.88,,2.47,,,,246.88,,1,1,1
675686727.5,00099M01:02:57.794,0099 00:59:27,2.27,,,,246.88,,2.47,,,,246.88,,1,1,1
675686728,00099M01:02:58.281,0099 00:59:28,2.01,,,,241.88,,2.42,,,,246.88,,1,1,1
675686728.5,00099M01:02:58.767,0099 00:59:28,1.66,,,,241.88,,2.36,,,,251.88,,1,1,1
675686729,00099M01:02:59.254,0099 00:59:29,2.31,,,,236.88,,2.41,,,,246.88,,1,1,1
675686729.5,00099M01:02:59.740,0099 00:59:29,2.32,,,,236.88,,2.59,,,,246.88,,1,1,1
675686730,00099M01:03:00.227,0099 00:59:30,2.07,,,,231.88,,2.62,,,,246.88,,1,1,1
675686730.5,00099M01:03:00.714,0099 00:59:30,2.17,,,,236.88,,2.57,,,,246.88,,1,1,1
675686731,00099M01:03:01.200,0099 00:59:31,2.12,,,,246.88,,2.52,,,,246.88,,1,1,1
675686731.5,00099M01:03:01.687,0099 00:59:31,2.23,,,,241.88,,2.42,,,,246.88,,1,1,1
675686732,00099M01:03:02.174,0099 00:59:32,1.96,,,,251.88,,2.22,,,,246.88,,1,1,1
675686732.5,00099M01:03:02.660,0099 00:59:32,1.71,,,,241.88,,2.32,,,,251.88,,1,1,1
675686733,00099M01:03:03.147,0099 00:59:33,1.66,,,,256.89,,2.27,,,,256.89,,1,1,1
675686733.5,00099M01:03:03.633,0099 00:59:33,1.66,,,,256.89,,2.32,,,,261.89,,1,1,1
675686734,00099M01:03:04.120,0099 00:59:34,1.56,,,,251.88,,2.11,,,,266.89,,1,1,1
675686734.5,00099M01:03:04.607,0099 00:59:34,2.11,,,,251.88,,2.42,,,,256.89,,1,1,1
675686735,00099M01:03:05.093,0099 00:59:35,1.11,,,,281.89,,2.42,,,,261.89,,1,1,1
675686735.5,00099M01:03:05.580,0099 00:59:35,1.51,,,,266.89,,2.37,,,,261.89,,1,1,1
675686736,00099M01:03:06.067,0099 00:59:36,1.31,,,,276.89,,2.47,,,,266.89,,1,1,1
675686736.5,00099M01:03:06.553,0099 00:59:36,1.26,,,,291.89,,2.27,,,,266.89,,1,1,1
675686737,00099M01:03:07.040,0099 00:59:37,1.06,,,,286.89,,2.32,,,,271.89,,1,1,1
675686737.5,00099M01:03:07.526,0099 00:59:37,1.06,,,,281.89,,2.07,,,,271.89,,1,1,1
675686738,00099M01:03:08.013,0099 00:59:38,1.16,,,,281.89,,2.32,,,,271.89,,1,1,1
675686738.5,00099M01:03:08.500,0099 00:59:38,1.31,,,,291.89,,2.32,,,,271.89,,1,1,1
675686739,00099M01:03:08.986,0099 00:59:39,1.21,,,,296.89,,2.32,,,,266.89,,1,1,1
675686739.5,00099M01:03:09.473,0099 00:59:39,1.41,,,,286.89,,2.37,,,,266.89,,1,1,1
675686740,00099M01:03:09.960,0099 00:59:40,1.26,,,,286.89,,2.12,,,,266.89,,1,1,1
675686740.5,00099M01:03:10.446,0099 00:59:40,1.41,,,,286.89,,2.22,,,,266.89,,1,1,1
675686741,00099M01:03:10.933,0099 00:59:41,1.16,,,,286.89,,2.32,,,,261.89,,1,1,1
675686741.5,00099M01:03:11.419,0099 00:59:41,1.31,,,,266.89,,2.10,,,,261.89,,1,1,1
675686742,00099M01:03:11.906,0099 00:59:41,1.56,,,,251.88,,2.06,,,,261.89,,1,1,1
675686742.5,00099M01:03:12.393,0099 00:59:42,1.76,,,,266.89,,2.46,,,,251.88,,1,1,1
675686743,00099M01:03:12.879,0099 00:59:42,1.36,,,,271.89,,2.36,,,,261.89,,1,1,1
675686743.5,00099M01:03:13.366,0099 00:59:43,1.86,,,,251.88,,2.36,,,,261.89,,1,1,1
675686744,00099M01:03:13.853,0099 00:59:43,1.74,,,,251.88,,2.35,,,,246.88,,1,1,1
675686744.5,00099M01:03:14.339,0099 00:59:44,2.01,,,,246.88,,2.35,,,,246.88,,1,1,1
675686745,00099M01:03:14.826,0099 00:59:44,2.01,,,,241.88,,2.31,,,,246.88,,1,1,1
675686745.5,00099M01:03:15.312,0099 00:59:45,2.56,,,,231.88,,2.92,,,,246.88,,1,1,1
675686746,00099M01:03:15.799,0099 00:59:45,2.62,,,,231.88,,3.43,,,,246.88,,1,1,1
675686746.5,00099M01:03:16.286,0099 00:59:46,2.32,,,,246.88,,2.92,,,,246.88,,1,1,1
675686747,00099M01:03:16.772,0099 00:59:46,2.37,,,,251.88,,2.67,,,,251.88,,1,1,1
675686747.5,00099M01:03:17.259,0099 00:59:47,2.22,,,,256.89,,2.92,,,,251.88,,1,1,1
675686748,00099M01:03:17.746,0099 00:59:47,2.17,,,,266.89,,2.97,,,,261.89,,1,1,1
675686748.5,00099M01:03:18.232,0099 00:59:48,2.07,,,,271.89,,2.67,,,,261.89,,1,1,1
675686749,00099M01:03:18.719,0099 00:59:48,2.02,,,,276.89,,2.82,,,,261.89,,1,1,1
675686749.5,00099M01:03:19.205,0099 00:59:49,1.77,,,,276.89,,2.57,,,,261.89,,1,1,1
675686750,00099M01:03:19.692,0099 00:59:49,1.67,,,,281.89,,2.88,,,,266.89,,1,1,1
675686750.5,00099M01:03:20.179,0099 00:59:50,2.02,,,,286.89,,3.18,,,,271.89,,1,1,1
675686751,00099M01:03:20.665,0099 00:59:50,2.08,,,,281.89,,2.73,,,,266.89,,1,1,1
675686751.5,00099M01:03:21.152,0099 00:59:51,1.72,,,,281.89,,2.84,,,,266.89,,1,1,1
675686752,00099M01:03:21.639,0099 00:59:51,1.54,,,,276.89,,2.63,,,,261.89,,1,1,1
675686752.5,00099M01:03:22.125,0099 00:59:52,1.87,,,,261.89,,2.48,,,,256.89,,1,1,1
675686753,00099M01:03:22.612,0099 00:59:52,1.87,,,,251.88,,2.17,,,,256.89,,1,1,1
675686753.5,00099M01:03:23.098,0099 00:59:53,1.67,,,,256.89,,2.20,,,,246.88,,1,1,1
675686754,00099M01:03:23.585,0099 00:59:53,2.12,,,,251.88,,2.32,,,,251.88,,1,1,1
675686754.5,00099M01:03:24.072,0099 00:59:54,1.61,,,,266.89,,2.32,,,,251.88,,1,1,1
675686755,00099M01:03:24.558,0099 00:59:54,2.02,,,,266.89,,2.32,,,,251.88,,1,1,1
675686755.5,00099M01:03:25.045,0099 00:59:55,1.81,,,,246.88,,2.47,,,,256.89,,1,1,1
675686756,00099M01:03:25.532,0099 00:59:55,2.01,,,,246.88,,2.32,,,,246.88,,1,1,1
675686756.5,00099M01:03:26.018,0099 00:59:56,1.71,,,,251.88,,2.37,,,,251.88,,1,1,1
675686757,00099M01:03:26.505,0099 00:59:56,1.81,,,,241.88,,2.32,,,,261.89,,1,1,1
675686757.5,00099M01:03:26.991,0099 00:59:57,2.11,,,,246.88,,2.67,,,,246.88,,1,1,1
675686758,00099M01:03:27.478,0099 00:59:57,2.21,,,,251.88,,2.82,,,,246.88,,1,1,1
675686758.5,00099M01:03:27.965,0099 00:59:58,2.31,,,,246.88,,2.52,,,,246.88,,1,1,1
675686759,00099M01:03:28.451,0099 00:59:58,2.11,,,,246.88,,2.58,,,,246.88,,1,1,1
675686759.5,00099M01:03:28.938,0099 00:59:59,2.06,,,,246.88,,2.58,,,,261.89,,1,1,1
675686760,00099M01:03:29.425,0099 00:59:59,1.71,,,,256.89,,2.47,,,,256.89,,1,1,1
675686760.5,00099M01:03:29.911,0099 00:59:59,2.16,,,,241.88,,2.47,,,,251.88,,1,1,1
675686761,00099M01:03:30.398,0099 01:00:00,2.41,,,,246.88,,2.77,,,,246.88,,1,1,1
675686761.5,00099M01:03:30.884,0099 01:00:00,1.76,,,,266.89,,2.52,,,,246.88,,1,1,1
675686762,00099M01:03:31.371,0099 01:00:01,2.17,,,,256.89,,2.37,,,,256.89,,1,1,1
675686762.5,00099M01:03:31.858,0099 01:00:01,1.86,,,,256.89,,2.62,,,,261.89,,1,1,1
675686763,00099M01:03:32.344,0099 01:00:02,1.91,,,,251.88,,2.42,,,,256.89,,1,1,1
675686763.5,00099M01:03:32.831,0099 01:00:02,1.46,,,,251.88,,2.37,,,,251.88,,1,1,1
675686764,00099M01:03:33.318,0099 01:00:03,1.36,,,,256.89,,2.16,,,,256.89,,1,1,1
675686764.5,00099M01:03:33.804,0099 01:00:03,1.54,,,,266.89,,2.21,,,,256.89,,1,1,1
675686765,00099M01:03:34.291,0099 01:00:04,1.71,,,,266.89,,2.26,,,,261.89,,1,1,1
675686765.5,00099M01:03:34.777,0099 01:00:04,1.51,,,,261.89,,2.23,,,,261.89,,1,1,1
675686766,00099M01:03:35.264,0099 01:00:05,1.56,,,,266.89,,2.31,,,,251.88,,1,1,1
675686766.5,00099M01:03:35.751,0099 01:00:05,1.31,,,,281.89,,2.03,,,,261.89,,1,1,1
675686767,00099M01:03:36.237,0099 01:00:06,1.51,,,,266.89,,2.06,,,,261.89,,1,1,1
675686767.5,00099M01:03:36.724,0099 01:00:06,1.56,,,,266.89,,2.26,,,,261.89,,1,1,1
675686768,00099M01:03:37.211,0099 01:00:07,1.51,,,,281.89,,2.47,,,,266.89,,1,1,1
675686768.5,00099M01:03:37.697,0099 01:00:07,1.61,,,,276.89,,2.62,,,,261.89,,1,1,1
675686769,00099M01:03:38.184,0099 01:00:08,1.46,,,,286.89,,2.72,,,,266.89,,1,1,1
675686769.5,00099M01:03:38.670,0099 01:00:08,1.56,,,,286.89,,2.52,,,,266.89,,1,1,1
675686770,00099M01:03:39.157,0099 01:00:09,1.31,,,,276.89,,2.42,,,,261.89,,1,1,1
675686770.5,00099M01:03:39.644,0099 01:00:09,2.02,,,,261.89,,2.52,,,,261.89,,1,1,1
675686771,00099M01:03:40.130,0099 01:00:10,2.05,,,,251.88,,2.47,,,,256.89,,1,1,1
675686771.5,00099M01:03:40.617,0099 01:00:10,1.51,,,,241.88,,2.17,,,,246.88,,1,1,1
675686772,00099M01:03:41.104,0099 01:00:11,1.81,,,,236.88,,2.22,,,,246.88,,1,1,1
675686772.5,00099M01:03:41.590,0099 01:00:11,1.56,,,,216.88,,2.11,,,,246.88,,1,1,1
675686773,00099M01:03:42.077,0099 01:00:12,1.56,,,,216.88,,1.81,,,,246.88,,1,1,1
675686773.5,00099M01:03:42.563,0099 01:00:12,1.66,,,,216.88,,1.86,,,,246.88,,1,1,1
675686774,00099M01:03:43.050,0099 01:00:13,1.86,,,,216.88,,1.86,,,,246.88,,1,1,1
675686774.5,00099M01:03:43.537,0099 01:00:13,1.86,,,,226.88,,2.17,,,,246.88,,1,1,1
675686775,00099M01:03:44.023,0099 01:00:14,1.46,,,,221.88,,1.91,,,,246.88,,1,1,1
675686775.5,00099M01:03:44.510,0099 01:00:14,1.59,,,,216.88,,2.06,,,,246.88,,1,1,1
675686776,00099M01:03:44.997,0099 01:00:15,1.76,,,,231.88,,2.01,,,,246.88,,1,1,1
675686776.5,00099M01:03:45.483,0099 01:00:15,1.61,,,,221.88,,2.07,,,,246.88,,1,1,1
675686777,00099M01:03:45.970,0099 01:00:16,1.56,,,,221.88,,1.97,,,,246.88,,1,1,1
675686777.5,00099M01:03:46.456,0099 01:00:16,1.51,,,,221.88,,1.96,,,,246.88,,1,1,1
675686778,00099M01:03:46.943,0099 01:00:17,1.61,,,,216.88,,2.06,,,,246.88,,1,1,1
675686778.5,00099M01:03:47.430,0099 01:00:17,1.81,,,,236.88,,1.91,,,,246.88,,1,1,1
675686779,00099M01:03:47.916,0099 01:00:18,1.51,,,,221.88,,1.96,,,,246.88,,1,1,1
675686779.5,00099M01:03:48.403,0099 01:00:18,1.46,,,,226.88,,1.91,,,,246.88,,1,1,1
675686780,00099M01:03:48.890,0099 01:00:18,1.26,,,,226.88,,1.86,,,,246.88,,1,1,1
675686780.5,00099M01:03:49.376,0099 01:00:19,1.36,,,,241.88,,1.91,,,,246.88,,1,1,1
675686781,00099M01:03:49.863,0099 01:00:19,1.46,,,,236.88,,1.95,,,,251.88,,1,1,1
675686781.5,00099M01:03:50.349,0099 01:00:20,1.46,,,,241.88,,1.96,,,,246.88,,1,1,1
675686782,00099M01:03:50.836,0099 01:00:20,1.51,,,,246.88,,1.76,,,,246.88,,1,1,1
675686782.5,00099M01:03:51.323,0099 01:00:21,1.36,,,,236.88,,1.81,,,,246.88,,1,1,1
675686783,00099M01:03:51.809,0099 01:00:21,1.51,,,,241.88,,1.66,,,,246.88,,1,1,1
675686783.5,00099M01:03:52.296,0099 01:00:22,1.26,,,,231.88,,1.76,,,,246.88,,1,1,1
675686784,00099M01:03:52.783,0099 01:00:22,1.26,,,,226.88,,1.71,,,,246.88,,1,1,1
675686784.5,00099M01:03:53.269,0099 01:00:23,1.49,,,,231.88,,1.76,,,,246.88,,1,1,1
675686785,00099M01:03:53.756,0099 01:00:23,1.56,,,,231.88,,1.76,,,,246.88,,1,1,1
675686785.5,00099M01:03:54.242,0099 01:00:24,1.66,,,,236.88,,1.91,,,,246.88,,1,1,1
675686786,00099M01:03:54.729,0099 01:00:24,1.46,,,,236.88,,1.81,,,,246.88,,1,1,1
675686786.5,00099M01:03:55.216,0099 01:00:25,1.21,,,,231.88,,1.81,,,,246.88,,1,1,1
675686787,00099M01:03:55.702,0099 01:00:25,1.66,,,,236.88,,1.76,,,,246.88,,1,1,1
675686787.5,00099M01:03:56.189,0099 01:00:26,1.26,,,,226.88,,1.71,,,,246.88,,1,1,1
675686788,00099M01:03:56.676,0099 01:00:26,1.21,,,,226.88,,1.66,,,,246.88,,1,1,1
675686788.5,00099M01:03:57.162,0099 01:00:27,1.61,,,,231.88,,1.81,,,,246.88,,1,1,1
675686789,00099M01:03:57.649,0099 01:00:27,1.71,,,,231.88,,1.81,,,,246.88,,1,1,1
675686789.5,00099M01:03:58.135,0099 01:00:28,1.51,,,,231.88,,2.01,,,,246.88,,1,1,1
675686790,00099M01:03:58.622,0099 01:00:28,1.71,,,,236.88,,1.86,,,,246.88,,1,1,1
675686790.5,00099M01:03:59.109,0099 01:00:29,1.66,,,,236.88,,1.86,,,,246.88,,1,1,1
675686791,00099M01:03:59.595,0099 01:00:29,1.46,,,,231.88,,1.81,,,,246.88,,1,1,1
675686791.5,00099M01:04:00.082,0099 01:00:30,1.36,,,,221.88,,1.81,,,,246.88,,1,1,1
675686792,00099M01:04:00.569,0099 01:00:30,1.56,,,,231.88,,1.76,,,,246.88,,1,1,1
