SCLK,LMST,LTST,SOLAR_LONGITUDE_ANGLE,SOLAR_ZENITHAL_ANGLE,ROVER_POSITION_X,ROVER_POSITION_Y,ROVER_POSITION_Z,ROVER_VELOCITY,ROVER_PITCH,ROVER_YAW,ROVER_ROLL,MASTHEAD_AZIMUTH,MASTHEAD_ELEVATION
668366208.5,00016M13:57:48.258,0016 13:25:24,119.10,24.50,33.28,-14.77,-0.40,124.18,0.97,72.31,0.08,,
668366209,00016M13:57:48.744,0016 13:25:25,119.10,24.50,33.28,-14.79,-0.40,124.18,0.97,72.30,0.08,,
668366209.5,00016M13:57:49.231,0016 13:25:25,119.10,24.50,33.29,-14.80,-0.40,124.18,0.98,72.29,0.09,,
668366210,00016M13:57:49.718,0016 13:25:26,119.10,24.50,33.29,-14.82,-0.40,124.18,0.98,72.28,0.09,,
668366210.5,00016M13:57:50.204,0016 13:25:26,119.09,24.50,33.30,-14.84,-0.40,124.20,1.00,72.28,0.09,,
668366211,00016M13:57:50.691,0016 13:25:27,119.09,24.51,33.30,-14.85,-0.40,124.20,1.01,72.28,0.10,,
668366211.5,00016M13:57:51.178,0016 13:25:27,119.09,24.51,33.31,-14.87,-0.40,124.20,1.02,72.28,0.10,,
668366212,00016M13:57:51.664,0016 13:25:27,119.09,24.51,33.31,-14.89,-0.40,124.20,1.04,72.28,0.11,,
668366212.5,00016M13:57:52.151,0016 13:25:28,119.08,24.51,33.32,-14.90,-0.40,124.20,1.05,72.27,0.11,,
668366213,00016M13:57:52.637,0016 13:25:28,119.08,24.51,33.33,-14.92,-0.40,124.20,1.06,72.27,0.12,,
668366213.5,00016M13:57:53.124,0016 13:25:29,119.08,24.51,33.33,-14.94,-0.40,124.20,1.08,72.27,0.12,,
668366214,00016M13:57:53.611,0016 13:25:29,119.07,24.52,33.34,-14.95,-0.40,124.20,1.09,72.27,0.13,,
668366214.5,00016M13:57:54.097,0016 13:25:30,119.07,24.52,33.34,-14.97,-0.40,124.20,1.10,72.27,0.13,,
668366215,00016M13:57:54.584,0016 13:25:30,119.07,24.52,33.35,-14.98,-0.40,124.20,1.12,72.26,0.14,,
668366215.5,00016M13:57:55.071,0016 13:25:31,119.07,24.52,33.35,-15.00,-0.40,124.20,1.13,72.26,0.14,,
668366216,00016M13:57:55.557,0016 13:25:31,119.06,24.52,33.36,-15.02,-0.40,124.20,1.14,72.26,0.15,,
668366216.5,00016M13:57:56.044,0016 13:25:32,119.06,24.52,33.36,-15.03,-0.40,124.20,1.16,72.26,0.15,,
668366217,00016M13:57:56.530,0016 13:25:32,119.06,24.53,33.37,-15.05,-0.40,124.20,1.17,72.26,0.16,,
668366217.5,00016M13:57:57.017,0016 13:25:33,119.06,24.53,33.37,-15.07,-0.40,124.20,1.18,72.26,0.16,,
668366218,00016M13:57:57.504,0016 13:25:33,119.05,24.53,33.38,-15.08,-0.40,124.20,1.20,72.25,0.17,,
668366218.5,00016M13:57:57.990,0016 13:25:34,119.05,24.53,33.38,-15.10,-0.40,124.20,1.21,72.25,0.17,,
668366219,00016M13:57:58.477,0016 13:25:34,119.05,24.53,33.39,-15.12,-0.40,124.20,1.22,72.25,0.17,,
668366219.5,00016M13:57:58.964,0016 13:25:35,119.05,24.53,33.39,-15.13,-0.40,124.20,1.24,72.25,0.18,,
668366220,00016M13:57:59.450,0016 13:25:35,119.04,24.54,33.40,-15.15,-0.40,124.20,1.25,72.25,0.18,,
668366220.5,00016M13:57:59.937,0016 13:25:36,119.04,24.54,33.40,-15.17,-0.40,124.20,1.26,72.25,0.19,,
668366221,00016M13:58:00.423,0016 13:25:36,119.04,24.54,33.41,-15.18,-0.40,124.20,1.28,72.24,0.19,,
668366221.5,00016M13:58:00.910,0016 13:25:37,119.03,24.54,33.41,-15.20,-0.40,124.20,1.29,72.24,0.20,,
668366222,00016M13:58:01.397,0016 13:25:37,119.03,24.54,33.42,-15.21,-0.39,124.20,1.30,72.24,0.20,,
668366222.5,00016M13:58:01.883,0016 13:25:38,119.03,24.54,33.43,-15.23,-0.39,124.20,1.32,72.24,0.21,,
668366223,00016M13:58:02.370,0016 13:25:38,119.03,24.55,33.43,-15.25,-0.39,124.20,1.33,72.24,0.21,,
668366223.5,00016M13:58:02.857,0016 13:25:39,119.02,24.55,33.44,-15.26,-0.39,124.20,1.34,72.24,0.22,,
668366224,00016M13:58:03.343,0016 13:25:39,119.02,24.55,33.44,-15.28,-0.39,124.20,1.36,72.23,0.22,,
668366224.5,00016M13:58:03.830,0016 13:25:40,119.02,24.55,33.45,-15.30,-0.39,124.20,1.37,72.23,0.23,,
668366225,00016M13:58:04.316,0016 13:25:40,119.02,24.55,33.45,-15.31,-0.39,124.20,1.39,72.23,0.23,,
668366225.5,00016M13:58:04.803,0016 13:25:41,119.01,24.55,33.46,-15.33,-0.39,124.20,1.40,72.23,0.24,,
668366226,00016M13:58:05.290,0016 13:25:41,119.01,24.56,33.46,-15.35,-0.39,124.20,1.41,72.23,0.24,,
668366226.5,00016M13:58:05.776,0016 13:25:42,119.01,24.56,33.47,-15.36,-0.39,124.20,1.43,72.23,0.25,,
668366227,00016M13:58:06.263,0016 13:25:42,119.00,24.56,33.47,-15.38,-0.39,124.20,1.44,72.22,0.25,,
668366227.5,00016M13:58:06.750,0016 13:25:43,119.00,24.56,33.48,-15.40,-0.39,124.20,1.45,72.22,0.25,,
668366228,00016M13:58:07.236,0016 13:25:43,119.00,24.56,33.48,-15.41,-0.39,124.20,1.47,72.22,0.26,,
668366228.5,00016M13:58:07.723,0016 13:25:44,119.00,24.56,33.49,-15.43,-0.39,124.20,1.48,72.22,0.26,,
668366229,00016M13:58:08.209,0016 13:25:44,118.99,24.57,33.49,-15.44,-0.39,124.20,1.49,72.22,0.27,,
668366229.5,00016M13:58:08.696,0016 13:25:45,118.99,24.57,33.50,-15.46,-0.39,124.20,1.51,72.22,0.27,,
668366230,00016M13:58:09.183,0016 13:25:45,118.99,24.57,33.50,-15.48,-0.39,124.20,1.52,72.22,0.28,,
668366230.5,00016M13:58:09.669,0016 13:25:45,118.99,24.57,33.51,-15.49,-0.39,124.20,1.53,72.21,0.28,,
668366231,00016M13:58:10.156,0016 13:25:46,118.98,24.57,33.51,-15.51,-0.39,124.20,1.55,72.21,0.29,,
668366231.5,00016M13:58:10.643,0016 13:25:46,118.98,24.57,33.52,-15.53,-0.39,124.20,1.56,72.21,0.29,,
668366232,00016M13:58:11.129,0016 13:25:47,118.98,24.58,33.52,-15.54,-0.39,124.20,1.57,72.21,0.30,,
668366232.5,00016M13:58:11.616,0016 13:25:47,118.98,24.58,33.53,-15.56,-0.39,124.20,1.59,72.21,0.30,,
668366233,00016M13:58:12.102,0016 13:25:48,118.97,24.58,33.54,-15.58,-0.39,124.20,1.60,72.21,0.31,,
668366233.5,00016M13:58:12.589,0016 13:25:48,118.97,24.58,33.54,-15.59,-0.39,124.20,1.61,72.20,0.31,,
668366234,00016M13:58:13.076,0016 13:25:49,118.97,24.58,33.55,-15.61,-0.39,124.20,1.63,72.20,0.32,,
668366234.5,00016M13:58:13.562,0016 13:25:49,118.96,24.58,33.55,-15.63,-0.39,124.20,1.64,72.20,0.32,,
668366235,00016M13:58:14.049,0016 13:25:50,118.96,24.59,33.56,-15.64,-0.39,124.20,1.65,72.20,0.32,,
668366235.5,00016M13:58:14.536,0016 13:25:50,118.96,24.59,33.56,-15.66,-0.39,124.20,1.67,72.20,0.33,,
668366236,00016M13:58:15.022,0016 13:25:51,118.96,24.59,33.57,-15.67,-0.39,124.20,1.68,72.20,0.33,,
668366236.5,00016M13:58:15.509,0016 13:25:51,118.95,24.59,33.57,-15.69,-0.38,124.20,1.69,72.19,0.34,,
668366237,00016M13:58:15.995,0016 13:25:52,118.95,24.59,33.58,-15.71,-0.38,124.20,1.71,72.19,0.34,,
668366237.5,00016M13:58:16.482,0016 13:25:52,118.95,24.59,33.58,-15.72,-0.38,124.20,1.72,72.19,0.35,,
668366238,00016M13:58:16.969,0016 13:25:53,118.95,24.60,33.59,-15.74,-0.38,124.20,1.73,72.19,0.35,,
668366238.5,00016M13:58:17.455,0016 13:25:53,118.94,24.60,33.59,-15.76,-0.38,124.20,1.75,72.19,0.36,,
668366239,00016M13:58:17.942,0016 13:25:54,118.94,24.60,33.60,-15.77,-0.38,124.20,1.76,72.19,0.36,,
668366239.5,00016M13:58:18.429,0016 13:25:54,118.94,24.60,33.60,-15.79,-0.38,116.27,1.77,72.19,0.36,,
668366240,00016M13:58:18.915,0016 13:25:55,118.94,24.60,33.61,-15.80,-0.38,116.27,1.78,72.19,0.35,,
668366240.5,00016M13:58:19.402,0016 13:25:55,118.93,24.60,33.61,-15.82,-0.38,116.27,1.79,72.18,0.34,,
668366241,00016M13:58:19.888,0016 13:25:56,118.93,24.61,33.62,-15.83,-0.38,116.27,1.80,72.18,0.34,,
668366241.5,00016M13:58:20.375,0016 13:25:56,118.93,24.61,33.62,-15.85,-0.38,116.27,1.81,72.18,0.33,,
668366242,00016M13:58:20.862,0016 13:25:57,118.92,24.61,33.63,-15.87,-0.38,116.27,1.82,72.18,0.32,,
668366242.5,00016M13:58:21.348,0016 13:25:57,118.92,24.61,33.63,-15.88,-0.38,116.27,1.83,72.18,0.32,,
668366243,00016M13:58:21.835,0016 13:25:58,118.92,24.61,33.64,-15.90,-0.38,116.27,1.84,72.18,0.31,,
668366243.5,00016M13:58:22.322,0016 13:25:58,118.92,24.61,33.64,-15.91,-0.38,116.27,1.84,72.18,0.30,,
668366244,00016M13:58:22.808,0016 13:25:59,118.91,24.62,33.65,-15.93,-0.38,116.27,1.85,72.18,0.30,,
668366244.5,00016M13:58:23.295,0016 13:25:59,118.91,24.62,33.65,-15.94,-0.38,116.27,1.86,72.18,0.29,,
668366245,00016M13:58:23.782,0016 13:26:00,118.91,24.62,33.66,-15.96,-0.38,116.27,1.87,72.18,0.28,,
668366245.5,00016M13:58:24.268,0016 13:26:00,118.91,24.62,33.66,-15.97,-0.38,116.27,1.88,72.18,0.28,,
668366246,00016M13:58:24.755,0016 13:26:01,118.90,24.62,33.67,-15.99,-0.38,116.27,1.89,72.18,0.27,,
668366246.5,00016M13:58:25.241,0016 13:26:01,118.90,24.62,33.67,-16.00,-0.37,116.27,1.90,72.18,0.26,,
668366247,00016M13:58:25.728,0016 13:26:02,118.90,24.63,33.68,-16.02,-0.37,116.27,1.91,72.18,0.26,,
668366247.5,00016M13:58:26.215,0016 13:26:02,118.89,24.63,33.68,-16.03,-0.37,116.27,1.92,72.18,0.25,,
668366248,00016M13:58:26.701,0016 13:26:03,118.89,24.63,33.69,-16.05,-0.37,116.27,1.93,72.18,0.24,,
668366248.5,00016M13:58:27.188,0016 13:26:03,118.89,24.63,33.69,-16.07,-0.37,116.27,1.94,72.18,0.23,,
668366249,00016M13:58:27.675,0016 13:26:03,118.89,24.63,33.70,-16.08,-0.37,116.27,1.95,72.18,0.23,,
668366249.5,00016M13:58:28.161,0016 13:26:04,118.88,24.63,33.70,-16.10,-0.37,116.27,1.95,72.18,0.22,,
668366250,00016M13:58:28.648,0016 13:26:04,118.88,24.64,33.71,-16.11,-0.37,116.27,1.96,72.18,0.21,,
668366250.5,00016M13:58:29.134,0016 13:26:05,118.88,24.64,33.71,-16.13,-0.37,116.27,1.97,72.18,0.21,,
668366251,00016M13:58:29.621,0016 13:26:05,118.88,24.64,33.72,-16.14,-0.37,116.27,1.98,72.18,0.20,,
668366251.5,00016M13:58:30.108,0016 13:26:06,118.87,24.64,33.72,-16.16,-0.37,116.27,1.99,72.18,0.19,,
668366252,00016M13:58:30.594,0016 13:26:06,118.87,24.64,33.73,-16.17,-0.37,116.27,2.00,72.18,0.19,,
668366252.5,00016M13:58:31.081,0016 13:26:07,118.87,24.64,33.73,-16.19,-0.37,116.27,2.01,72.18,0.18,,
668366253,00016M13:58:31.568,0016 13:26:07,118.87,24.65,33.74,-16.20,-0.37,116.27,2.02,72.18,0.17,,
668366253.5,00016M13:58:32.054,0016 13:26:08,118.86,24.65,33.74,-16.22,-0.37,116.27,2.03,72.18,0.17,,
668366254,00016M13:58:32.541,0016 13:26:08,118.86,24.65,33.75,-16.23,-0.37,116.27,2.04,72.18,0.16,,
668366254.5,00016M13:58:33.027,0016 13:26:09,118.86,24.65,33.75,-16.25,-0.37,116.27,2.05,72.18,0.15,,
668366255,00016M13:58:33.514,0016 13:26:09,118.85,24.65,33.76,-16.26,-0.37,116.27,2.06,72.18,0.15,,
668366255.5,00016M13:58:34.001,0016 13:26:10,118.85,24.65,33.76,-16.28,-0.36,116.27,2.06,72.18,0.14,,
668366256,00016M13:58:34.487,0016 13:26:10,118.85,24.66,33.77,-16.30,-0.36,116.27,2.07,72.18,0.13,,
668366256.5,00016M13:58:34.974,0016 13:26:11,118.85,24.66,33.77,-16.31,-0.36,116.27,2.08,72.18,0.13,,
668366257,00016M13:58:35.461,0016 13:26:11,118.84,24.66,33.78,-16.33,-0.36,116.27,2.09,72.18,0.12,,
668366257.5,00016M13:58:35.947,0016 13:26:12,118.84,24.66,33.78,-16.34,-0.36,116.27,2.10,72.18,0.11,,
668366258,00016M13:58:36.434,0016 13:26:12,118.84,24.66,33.78,-16.36,-0.36,116.27,2.11,72.18,0.11,,
668366258.5,00016M13:58:36.920,0016 13:26:13,118.84,24.66,33.79,-16.37,-0.36,116.27,2.12,72.18,0.10,,
668366259,00016M13:58:37.407,0016 13:26:13,118.83,24.67,33.79,-16.39,-0.36,116.27,2.13,72.17,0.09,,
668366259.5,00016M13:58:37.894,0016 13:26:14,118.83,24.67,33.80,-16.40,-0.36,116.27,2.14,72.17,0.09,,
668366260,00016M13:58:38.380,0016 13:26:14,118.83,24.67,33.80,-16.42,-0.36,116.27,2.15,72.17,0.08,,
668366260.5,00016M13:58:38.867,0016 13:26:15,118.83,24.67,33.81,-16.43,-0.36,116.27,2.16,72.17,0.07,,
668366261,00016M13:58:39.354,0016 13:26:15,118.82,24.67,33.81,-16.45,-0.36,116.27,2.17,72.17,0.07,,
668366261.5,00016M13:58:39.840,0016 13:26:16,118.82,24.67,33.82,-16.46,-0.36,116.27,2.17,72.17,0.06,,
668366262,00016M13:58:40.327,0016 13:26:16,118.82,24.68,33.82,-16.48,-0.36,116.27,2.18,72.17,0.05,,
668366262.5,00016M13:58:40.813,0016 13:26:17,118.81,24.68,33.83,-16.50,-0.36,116.27,2.19,72.17,0.05,,
668366263,00016M13:58:41.300,0016 13:26:17,118.81,24.68,33.83,-16.51,-0.36,116.27,2.20,72.17,0.04,,
668366263.5,00016M13:58:41.787,0016 13:26:18,118.81,24.68,33.84,-16.53,-0.36,116.27,2.21,72.17,0.03,,
668366264,00016M13:58:42.273,0016 13:26:18,118.81,24.68,33.84,-16.54,-0.36,116.27,2.22,72.17,0.03,,
668366264.5,00016M13:58:42.760,0016 13:26:19,118.80,24.68,33.85,-16.56,-0.36,116.27,2.23,72.17,0.02,,
668366265,00016M13:58:43.247,0016 13:26:19,118.80,24.69,33.85,-16.57,-0.35,116.27,2.24,72.17,0.01,,
668366265.5,00016M13:58:43.733,0016 13:26:20,118.80,24.69,33.86,-16.59,-0.35,116.27,2.25,72.17,0.01,,
668366266,00016M13:58:44.220,0016 13:26:20,118.80,24.69,33.86,-16.60,-0.35,116.27,2.26,72.17,0.00,,
668366266.5,00016M13:58:44.706,0016 13:26:21,118.79,24.69,33.87,-16.62,-0.35,116.27,2.27,72.17,-0.01,,
668366267,00016M13:58:45.193,0016 13:26:21,118.79,24.69,33.87,-16.63,-0.35,116.27,2.28,72.17,-0.01,,
668366267.5,00016M13:58:45.680,0016 13:26:22,118.79,24.70,33.88,-16.65,-0.35,116.27,2.29,72.17,-0.02,,
668366268,00016M13:58:46.166,0016 13:26:22,118.79,24.70,33.88,-16.66,-0.35,116.27,2.29,72.17,-0.03,,
668366268.5,00016M13:58:46.653,0016 13:26:22,118.78,24.70,33.89,-16.68,-0.35,116.27,2.30,72.17,-0.03,,
668366269,00016M13:58:47.140,0016 13:26:23,118.78,24.70,33.89,-16.70,-0.35,116.27,2.31,72.17,-0.04,,
668366269.5,00016M13:58:47.626,0016 13:26:23,118.78,24.70,33.90,-16.71,-0.35,116.27,2.32,72.17,-0.05,,
668366270,00016M13:58:48.113,0016 13:26:24,118.77,24.70,33.90,-16.73,-0.35,116.27,2.33,72.17,-0.05,,
668366270.5,00016M13:58:48.599,0016 13:26:24,118.77,24.71,33.91,-16.74,-0.35,128.64,2.31,72.17,-0.05,,
668366271,00016M13:58:49.086,0016 13:26:25,118.77,24.71,33.91,-16.76,-0.35,128.64,2.28,72.18,-0.06,,
668366271.5,00016M13:58:49.573,0016 13:26:25,118.77,24.71,33.92,-16.78,-0.35,128.64,2.26,72.18,-0.06,,
668366272,00016M13:58:50.059,0016 13:26:26,118.76,24.71,33.92,-16.79,-0.35,128.64,2.24,72.18,-0.06,,
668366272.5,00016M13:58:50.546,0016 13:26:26,118.76,24.71,33.93,-16.81,-0.35,128.64,2.21,72.19,-0.06,,
668366273,00016M13:58:51.033,0016 13:26:27,118.76,24.71,33.94,-16.83,-0.35,128.64,2.19,72.19,-0.06,,
668366273.5,00016M13:58:51.519,0016 13:26:27,118.76,24.72,33.94,-16.85,-0.35,128.64,2.16,72.20,-0.06,,
668366274,00016M13:58:52.006,0016 13:26:28,118.75,24.72,33.95,-16.86,-0.35,128.64,2.14,72.20,-0.06,,
668366274.5,00016M13:58:52.492,0016 13:26:28,118.75,24.72,33.95,-16.88,-0.35,128.64,2.12,72.21,-0.06,,
668366275,00016M13:58:52.979,0016 13:26:29,118.75,24.72,33.96,-16.90,-0.34,128.64,2.09,72.21,-0.06,,
668366275.5,00016M13:58:53.466,0016 13:26:29,118.75,24.72,33.96,-16.91,-0.34,128.64,2.07,72.21,-0.06,,
668366276,00016M13:58:53.952,0016 13:26:30,118.74,24.72,33.97,-16.93,-0.34,128.64,2.04,72.22,-0.06,,
668366276.5,00016M13:58:54.439,0016 13:26:30,118.74,24.73,33.97,-16.95,-0.34,128.64,2.02,72.22,-0.06,,
668366277,00016M13:58:54.926,0016 13:26:31,118.74,24.73,33.98,-16.96,-0.34,128.64,2.00,72.23,-0.06,,
668366277.5,00016M13:58:55.412,0016 13:26:31,118.73,24.73,33.99,-16.98,-0.34,128.64,1.97,72.23,-0.07,,
668366278,00016M13:58:55.899,0016 13:26:32,118.73,24.73,33.99,-17.00,-0.34,128.64,1.95,72.23,-0.07,,
668366278.5,00016M13:58:56.385,0016 13:26:32,118.73,24.73,34.00,-17.02,-0.34,128.64,1.92,72.24,-0.07,,
668366279,00016M13:58:56.872,0016 13:26:33,118.73,24.73,34.00,-17.03,-0.34,128.64,1.90,72.24,-0.07,,
668366279.5,00016M13:58:57.359,0016 13:26:33,118.72,24.74,34.01,-17.05,-0.34,128.64,1.88,72.25,-0.07,,
668366280,00016M13:58:57.845,0016 13:26:34,118.72,24.74,34.01,-17.07,-0.34,128.64,1.85,72.25,-0.07,,
668366280.5,00016M13:58:58.332,0016 13:26:34,118.72,24.74,34.02,-17.08,-0.34,128.64,1.83,72.25,-0.07,,
668366281,00016M13:58:58.819,0016 13:26:35,118.72,24.74,34.02,-17.10,-0.34,128.64,1.81,72.26,-0.07,,
668366281.5,00016M13:58:59.305,0016 13:26:35,118.71,24.74,34.03,-17.12,-0.34,128.64,1.78,72.26,-0.07,,
668366282,00016M13:58:59.792,0016 13:26:36,118.71,24.74,34.03,-17.13,-0.34,128.64,1.76,72.27,-0.07,,
668366282.5,00016M13:59:00.278,0016 13:26:36,118.71,24.75,34.04,-17.15,-0.34,128.64,1.73,72.27,-0.07,,
668366283,00016M13:59:00.765,0016 13:26:37,118.71,24.75,34.05,-17.17,-0.34,128.64,1.71,72.27,-0.07,,
668366283.5,00016M13:59:01.252,0016 13:26:37,118.70,24.75,34.05,-17.19,-0.34,128.64,1.69,72.28,-0.08,,
668366284,00016M13:59:01.738,0016 13:26:38,118.70,24.75,34.06,-17.20,-0.34,128.64,1.66,72.28,-0.08,,
668366284.5,00016M13:59:02.225,0016 13:26:38,118.70,24.75,34.06,-17.22,-0.34,128.64,1.64,72.29,-0.08,,
668366285,00016M13:59:02.712,0016 13:26:39,118.70,24.75,34.07,-17.24,-0.34,128.64,1.61,72.29,-0.08,,
668366285.5,00016M13:59:03.198,0016 13:26:39,118.69,24.76,34.07,-17.25,-0.34,128.64,1.59,72.30,-0.08,,
668366286,00016M13:59:03.685,0016 13:26:40,118.69,24.76,34.08,-17.27,-0.34,128.64,1.57,72.30,-0.08,,
668366286.5,00016M13:59:04.171,0016 13:26:40,118.69,24.76,34.08,-17.29,-0.34,128.64,1.54,72.30,-0.08,,
668366287,00016M13:59:04.658,0016 13:26:40,118.68,24.76,34.09,-17.30,-0.34,128.64,1.52,72.31,-0.08,,
668366287.5,00016M13:59:05.145,0016 13:26:41,118.68,24.76,34.09,-17.32,-0.33,128.64,1.49,72.31,-0.08,,
668366288,00016M13:59:05.631,0016 13:26:41,118.68,24.76,34.10,-17.34,-0.33,128.64,1.47,72.32,-0.08,,
668366288.5,00016M13:59:06.118,0016 13:26:42,118.68,24.77,34.11,-17.36,-0.33,128.64,1.45,72.32,-0.08,,
668366289,00016M13:59:06.605,0016 13:26:42,118.67,24.77,34.11,-17.37,-0.33,128.64,1.42,72.32,-0.08,,
668366289.5,00016M13:59:07.091,0016 13:26:43,118.67,24.77,34.12,-17.39,-0.33,128.64,1.40,72.33,-0.09,,
668366290,00016M13:59:07.578,0016 13:26:43,118.67,24.77,34.12,-17.41,-0.33,128.64,1.38,72.33,-0.09,,
668366290.5,00016M13:59:08.064,0016 13:26:44,118.67,24.77,34.13,-17.42,-0.33,128.64,1.35,72.34,-0.09,,
668366291,00016M13:59:08.551,0016 13:26:44,118.66,24.77,34.13,-17.44,-0.33,128.64,1.33,72.34,-0.09,,
668366291.5,00016M13:59:09.038,0016 13:26:45,118.66,24.78,34.14,-17.46,-0.33,128.64,1.30,72.34,-0.09,,
668366292,00016M13:59:09.524,0016 13:26:45,118.66,24.78,34.14,-17.47,-0.33,128.64,1.28,72.35,-0.09,,
668366292.5,00016M13:59:10.011,0016 13:26:46,118.66,24.78,34.15,-17.49,-0.33,128.64,1.26,72.35,-0.09,,
668366293,00016M13:59:10.498,0016 13:26:46,118.65,24.78,34.16,-17.51,-0.33,128.64,1.23,72.36,-0.09,,
668366293.5,00016M13:59:10.984,0016 13:26:47,118.65,24.78,34.16,-17.53,-0.33,128.64,1.21,72.36,-0.09,,
668366294,00016M13:59:11.471,0016 13:26:47,118.65,24.78,34.17,-17.54,-0.33,128.64,1.18,72.37,-0.09,,
668366294.5,00016M13:59:11.957,0016 13:26:48,118.64,24.79,34.17,-17.56,-0.33,128.64,1.16,72.37,-0.09,,
668366295,00016M13:59:12.444,0016 13:26:48,118.64,24.79,34.18,-17.58,-0.33,128.64,1.14,72.37,-0.10,,
668366295.5,00016M13:59:12.931,0016 13:26:49,118.64,24.79,34.18,-17.59,-0.33,128.64,1.11,72.38,-0.10,,
668366296,00016M13:59:13.417,0016 13:26:49,118.64,24.79,34.19,-17.61,-0.33,128.64,1.09,72.38,-0.10,,
668366296.5,00016M13:59:13.904,0016 13:26:50,118.63,24.79,34.19,-17.63,-0.33,128.64,1.06,72.39,-0.10,,
668366297,00016M13:59:14.391,0016 13:26:50,118.63,24.79,34.20,-17.64,-0.33,128.64,1.04,72.39,-0.10,,
668366297.5,00016M13:59:14.877,0016 13:26:51,118.63,24.80,34.20,-17.66,-0.33,128.64,1.02,72.39,-0.10,,
668366298,00016M13:59:15.364,0016 13:26:51,118.63,24.80,34.21,-17.68,-0.33,128.64,0.99,72.40,-0.10,,
668366298.5,00016M13:59:15.850,0016 13:26:52,118.62,24.80,34.22,-17.69,-0.33,124.19,1.01,72.38,-0.09,,
668366299,00016M13:59:16.337,0016 13:26:52,118.62,24.80,34.22,-17.71,-0.33,124.19,1.03,72.37,-0.08,,
668366299.5,00016M13:59:16.824,0016 13:26:53,118.62,24.80,34.23,-17.73,-0.33,124.19,1.05,72.36,-0.08,,
668366300,00016M13:59:17.310,0016 13:26:53,118.62,24.80,34.23,-17.74,-0.32,124.19,1.07,72.34,-0.07,,
668366300.5,00016M13:59:17.797,0016 13:26:54,118.61,24.81,34.24,-17.76,-0.32,124.19,1.09,72.33,-0.06,,
668366301,00016M13:59:18.284,0016 13:26:54,118.61,24.81,34.24,-17.78,-0.32,124.19,1.11,72.32,-0.05,,
668366301.5,00016M13:59:18.770,0016 13:26:55,118.61,24.81,34.25,-17.79,-0.32,124.19,1.13,72.30,-0.04,,
668366302,00016M13:59:19.257,0016 13:26:55,118.61,24.81,34.25,-17.81,-0.32,124.19,1.15,72.29,-0.03,,
